transaction_type,transaction_amount,timestamp,source_account,destination_account,transaction_mode,balance_before,currency,transaction_frequency,average_transaction_value,device_type,region,balance_after,fraud_flag
DEBIT,433.11,1/1/2023 3:37,Merchant,Business,Online,8279.55,USD,30,378.4,Mobile,India,7846.44,0
TRANSFER,3584.45,1/1/2023 3:38,Merchant,Personal,POS,2353.56,EUR,15,1469.32,Tablet,India,0,0
TRANSFER,369.7,1/1/2023 3:39,Merchant,Personal,Mobile,5291.92,INR,6,408.29,PC,Canada,4922.22,0
CASH_OUT,365.57,1/1/2023 3:40,Business,Business,POS,8080.36,KES,16,1047.4,PC,USA,7714.79,0
TRANSFER,70.42,1/1/2023 3:41,Personal,Personal,POS,3599.43,USD,47,231.86,PC,USA,3529.01,0
PAYMENT,4782.94,1/1/2023 3:42,Personal,Business,POS,6457.88,USD,40,1845.73,PC,USA,1674.94,0
DEBIT,3690.17,1/1/2023 3:43,Merchant,Business,Online,2531.75,USD,9,720.72,PC,Canada,0,0
TRANSFER,1772.72,1/1/2023 3:44,Business,Business,Online,1181.87,EUR,43,1820.86,PC,India,0,0
TRANSFER,1489.71,1/1/2023 3:45,Merchant,Personal,Mobile,7964.4,USD,34,1892.51,Mobile,USA,6474.69,0
CASH_OUT,1755.02,1/1/2023 3:46,Business,Business,POS,1079.79,INR,27,61.95,Tablet,Canada,0,0
CASH_OUT,3875.52,1/1/2023 3:47,Business,Personal,Online,2786.68,INR,13,955.06,PC,UK,0,0
PAYMENT,3310.24,1/1/2023 3:48,Business,Business,Mobile,8565.58,KES,36,98.08,Tablet,UK,5255.34,1
DEBIT,934.13,1/1/2023 3:49,Business,Business,Mobile,3530.05,EUR,27,1821.95,Tablet,Germany,2595.92,0
CASH_OUT,878.81,1/1/2023 3:50,Personal,Merchant,POS,9733.15,INR,9,1060.89,Mobile,UK,8854.34,0
TRANSFER,500.99,1/1/2023 3:51,Business,Merchant,ATM,9799.37,GBP,5,196.14,PC,Kenya,9298.38,0
DEBIT,3304.91,1/1/2023 3:52,Business,Merchant,POS,2755.93,GBP,22,265.04,PC,Germany,0,0
DEBIT,3824.22,1/1/2023 3:53,Merchant,Personal,ATM,505.68,GBP,31,797.84,Mobile,UK,0,0
TRANSFER,1332.58,1/1/2023 3:54,Merchant,Personal,Mobile,7080.13,USD,3,1883.46,Mobile,Kenya,5747.55,0
CASH_OUT,114.52,1/1/2023 3:55,Personal,Business,Online,4564.77,USD,30,1401.17,Mobile,UK,4450.25,0
TRANSFER,420.04,1/1/2023 3:56,Merchant,Business,Bank Transfer,1097.45,GBP,21,1741.86,Mobile,Canada,677.41,0
DEBIT,4839.62,1/1/2023 3:57,Business,Business,Mobile,7104.48,KES,35,764.59,Mobile,Australia,2264.86,1
CREDIT,1484.27,1/1/2023 3:58,Merchant,Business,Online,408.63,KES,6,134.27,Tablet,Kenya,0,0
CREDIT,3848.42,1/1/2023 3:59,Personal,Personal,Mobile,8714.95,USD,28,1949.92,Mobile,USA,4866.53,1
PAYMENT,3127.07,1/1/2023 4:00,Merchant,Business,POS,1472.66,GBP,32,83.49,PC,Canada,0,0
TRANSFER,1915.88,1/1/2023 4:01,Merchant,Business,ATM,1360.39,KES,42,1897.92,PC,Australia,0,0
TRANSFER,1036.38,1/1/2023 4:02,Personal,Merchant,Mobile,1839.16,USD,37,768.92,Mobile,Kenya,802.78,0
PAYMENT,615.72,1/1/2023 4:03,Personal,Business,Online,9606.64,GBP,25,69.68,Mobile,Canada,8990.92,0
PAYMENT,3078.91,1/1/2023 4:04,Business,Business,POS,6962.38,EUR,32,1393.86,Mobile,USA,3883.47,0
PAYMENT,3875.42,1/1/2023 4:05,Merchant,Business,Bank Transfer,8033.58,GBP,35,1962.05,Mobile,Kenya,4158.16,0
DEBIT,3223.08,1/1/2023 4:06,Business,Personal,POS,4036.59,GBP,22,1932.97,Mobile,Kenya,813.51,0
TRANSFER,2656.21,1/1/2023 4:07,Merchant,Merchant,ATM,3429.5,INR,24,363.83,PC,Australia,773.29,0
DEBIT,219.34,1/1/2023 4:08,Merchant,Business,POS,2421.39,INR,39,403.43,Tablet,Canada,2202.05,0
PAYMENT,4842.76,1/1/2023 4:09,Business,Business,Bank Transfer,4858.42,EUR,30,1152.8,Mobile,UK,15.66,0
TRANSFER,3995.58,1/1/2023 4:10,Merchant,Merchant,Online,5563.1,EUR,32,1292.74,Mobile,Kenya,1567.52,0
DEBIT,1471.18,1/1/2023 4:11,Merchant,Business,Mobile,6354.57,GBP,31,1491.86,Mobile,UK,4883.39,0
DEBIT,4900.05,1/1/2023 4:12,Merchant,Personal,ATM,2645.47,KES,23,403.05,PC,Kenya,0,0
PAYMENT,3013.39,1/1/2023 4:13,Personal,Business,Bank Transfer,9491.68,EUR,40,1920.06,PC,India,6478.29,0
TRANSFER,2916.29,1/1/2023 4:14,Business,Personal,ATM,1780.61,GBP,33,1295.54,Tablet,Germany,0,0
PAYMENT,3742.89,1/1/2023 4:15,Personal,Personal,POS,9659.97,USD,25,1701.74,Tablet,UK,5917.08,1
TRANSFER,4060.73,1/1/2023 4:16,Business,Business,ATM,247.08,INR,36,1103.13,Tablet,UK,0,0
CREDIT,3285.83,1/1/2023 4:17,Business,Merchant,Bank Transfer,4863.14,KES,24,857.84,Tablet,Australia,1577.31,0
CASH_OUT,649.2,1/1/2023 4:18,Merchant,Personal,Mobile,3400.34,GBP,31,1955.51,PC,USA,2751.14,0
CASH_OUT,1697.95,1/1/2023 4:19,Business,Merchant,Mobile,4546.32,USD,39,1185.14,Tablet,India,2848.37,0
CASH_OUT,4641.14,1/1/2023 4:20,Personal,Business,ATM,5749.58,INR,46,1740.4,Mobile,USA,1108.44,0
PAYMENT,1130.83,1/1/2023 4:21,Personal,Personal,Online,4412.33,USD,13,1908.92,PC,India,3281.5,0
CREDIT,1867.11,1/1/2023 4:22,Personal,Business,ATM,4206.98,GBP,10,1366.94,PC,India,2339.87,0
TRANSFER,2166.06,1/1/2023 4:23,Business,Merchant,POS,7353.96,EUR,23,1120.43,PC,Canada,5187.9,0
DEBIT,2202.63,1/1/2023 4:24,Personal,Business,Mobile,6890.18,INR,18,56.85,Mobile,Canada,4687.55,0
TRANSFER,3068.57,1/1/2023 4:25,Business,Business,Mobile,8349.39,USD,32,128.04,PC,Canada,5280.82,0
DEBIT,4715.95,1/1/2023 4:26,Personal,Personal,Mobile,2574.59,EUR,33,441.66,Mobile,Kenya,0,0
TRANSFER,1211.06,1/1/2023 4:27,Personal,Business,Online,6134.33,KES,36,412.72,Tablet,Australia,4923.27,0
CREDIT,616.29,1/1/2023 4:28,Business,Business,Online,5893.43,GBP,28,546.78,PC,USA,5277.14,0
DEBIT,995.38,1/1/2023 4:29,Personal,Business,Bank Transfer,3760.4,GBP,16,644.62,Mobile,Germany,2765.02,0
PAYMENT,4435.76,1/1/2023 4:30,Merchant,Personal,ATM,4911.97,INR,16,752.13,PC,India,476.21,0
TRANSFER,3232.6,1/1/2023 4:31,Business,Merchant,ATM,3206.44,USD,18,870.05,Tablet,India,0,0
TRANSFER,1436.67,1/1/2023 4:32,Business,Merchant,POS,1504.26,KES,8,242.79,PC,Australia,67.59,0
DEBIT,4081.58,1/1/2023 4:33,Business,Business,Mobile,2216.63,INR,42,132.61,Tablet,UK,0,0
PAYMENT,4308.24,1/1/2023 4:34,Merchant,Personal,Online,1144.59,INR,16,1364.19,PC,Kenya,0,0
PAYMENT,4234.11,1/1/2023 4:35,Business,Business,POS,6862.39,USD,11,1097.8,Mobile,Germany,2628.28,0
CREDIT,4595.44,1/1/2023 4:36,Personal,Merchant,POS,6641.2,KES,6,916.08,Tablet,Canada,2045.76,0
PAYMENT,1268.68,1/1/2023 4:37,Personal,Personal,Online,9511,USD,1,1287.16,PC,India,8242.32,0
PAYMENT,3777.66,1/1/2023 4:38,Personal,Merchant,ATM,7323.82,GBP,12,1663.97,Tablet,UK,3546.16,0
PAYMENT,2308.09,1/1/2023 4:39,Business,Merchant,Mobile,615.25,EUR,38,884,Tablet,USA,0,0
CASH_OUT,4211.57,1/1/2023 4:40,Personal,Personal,ATM,8854.03,GBP,28,1300.18,Mobile,India,4642.46,0
CREDIT,3645.17,1/1/2023 4:41,Business,Personal,POS,8640.48,GBP,45,1909.47,Mobile,UK,4995.31,0
TRANSFER,3884.47,1/1/2023 4:42,Personal,Business,Mobile,4488.87,INR,17,1687.27,Mobile,USA,604.4,0
DEBIT,3284.25,1/1/2023 4:43,Merchant,Business,Bank Transfer,5900.04,GBP,1,880.7,Mobile,Kenya,2615.79,0
TRANSFER,895.37,1/1/2023 4:44,Merchant,Merchant,POS,9763.18,KES,32,1307.2,Tablet,Canada,8867.81,0
CREDIT,2729.68,1/1/2023 4:45,Merchant,Personal,ATM,5369.81,GBP,8,395.29,Tablet,Australia,2640.13,0
DEBIT,4923.5,1/1/2023 4:46,Merchant,Personal,ATM,9062.69,KES,40,1143.02,PC,USA,4139.19,0
CREDIT,4687.57,1/1/2023 4:47,Business,Business,ATM,922.08,USD,43,1963.59,PC,India,0,0
PAYMENT,225.44,1/1/2023 4:48,Personal,Merchant,Online,1991.41,INR,46,1060.71,PC,Germany,1765.97,0
DEBIT,832.43,1/1/2023 4:49,Merchant,Merchant,POS,4463.47,KES,24,1858.89,Mobile,USA,3631.04,0
PAYMENT,667.33,1/1/2023 4:50,Business,Business,Mobile,5889.09,GBP,10,844.3,Tablet,Germany,5221.76,0
TRANSFER,3632.64,1/1/2023 4:51,Merchant,Personal,ATM,8180.66,INR,47,1997.75,Tablet,Germany,4548.02,0
TRANSFER,4090.75,1/1/2023 4:52,Merchant,Business,ATM,9883.79,INR,39,1179.48,PC,USA,5793.04,0
DEBIT,1075.42,1/1/2023 4:53,Business,Business,Online,3949.63,KES,39,132.42,PC,Australia,2874.21,0
DEBIT,2534.2,1/1/2023 4:54,Business,Business,Mobile,569.41,KES,10,1194.17,Tablet,Australia,0,0
CREDIT,4205.11,1/1/2023 4:55,Personal,Business,POS,8031.6,EUR,36,585.42,Mobile,Kenya,3826.49,0
CREDIT,3666.68,1/1/2023 4:56,Personal,Personal,Bank Transfer,6083.37,EUR,25,113.34,PC,Australia,2416.69,0
PAYMENT,2715.76,1/1/2023 4:57,Merchant,Business,Online,2065.57,INR,10,1650.66,PC,USA,0,0
DEBIT,2955.83,1/1/2023 4:58,Merchant,Personal,POS,4998.8,EUR,19,587.67,Tablet,Australia,2042.97,1
TRANSFER,2546.72,1/1/2023 4:59,Personal,Business,Bank Transfer,7448.87,GBP,46,1603.27,Tablet,UK,4902.15,0
CREDIT,1494.77,1/1/2023 5:00,Personal,Merchant,ATM,7727.08,USD,45,612.02,PC,Canada,6232.31,0
CREDIT,2829.46,1/1/2023 5:01,Business,Personal,ATM,5046.22,INR,15,428.94,PC,Germany,2216.76,0
TRANSFER,3447.54,1/1/2023 5:02,Personal,Merchant,Mobile,3121.62,USD,16,1949.17,Mobile,Canada,0,0
CREDIT,4367.88,1/1/2023 5:03,Personal,Business,Bank Transfer,9740.05,EUR,2,755.21,Mobile,India,5372.17,0
PAYMENT,3185.09,1/1/2023 5:04,Merchant,Business,ATM,6667.29,KES,29,1222.68,Mobile,Germany,3482.2,0
DEBIT,3808,1/1/2023 5:05,Personal,Business,ATM,4141.55,INR,4,1239.46,Mobile,India,333.55,0
TRANSFER,808.76,1/1/2023 5:06,Merchant,Personal,Mobile,2876.59,EUR,29,1142.92,PC,UK,2067.83,0
DEBIT,2313.17,1/1/2023 5:07,Personal,Merchant,POS,7337.92,GBP,31,1833.66,PC,UK,5024.75,0
CREDIT,56.56,1/1/2023 5:08,Business,Personal,ATM,2497.62,INR,17,1365.16,PC,Canada,2441.06,1
CREDIT,1240.93,1/1/2023 5:09,Personal,Personal,Online,1799.93,INR,10,837.28,Mobile,UK,559,0
TRANSFER,3635.04,1/1/2023 5:10,Personal,Business,Online,5345.36,KES,27,1731.64,PC,USA,1710.32,0
PAYMENT,4959.13,1/1/2023 5:11,Personal,Merchant,POS,2970.88,INR,41,403.07,Tablet,Germany,0,0
CASH_OUT,504.9,1/1/2023 5:12,Merchant,Business,Bank Transfer,6326.16,KES,15,1111.26,Mobile,India,5821.26,0
TRANSFER,2013.46,1/1/2023 5:13,Business,Personal,Mobile,1267.59,EUR,44,1903.57,Tablet,Australia,0,0
CASH_OUT,4002.35,1/1/2023 5:14,Personal,Business,Online,6583.92,GBP,31,1269.53,Mobile,Canada,2581.57,0
CASH_OUT,1028.14,1/1/2023 5:15,Merchant,Merchant,Online,2904.64,GBP,21,1643.09,PC,Canada,1876.5,0
PAYMENT,2779.87,1/1/2023 5:16,Business,Business,POS,102.41,INR,41,1324.44,Mobile,UK,0,0
CASH_OUT,3668.03,1/1/2023 5:17,Merchant,Merchant,Bank Transfer,1356.67,INR,46,1686.77,Tablet,UK,0,0
CASH_OUT,3083.77,1/1/2023 5:18,Merchant,Merchant,Bank Transfer,9342.79,EUR,45,1891.75,Mobile,India,6259.02,0
PAYMENT,948.24,1/1/2023 5:19,Business,Business,POS,8686.81,KES,26,582.2,Tablet,Germany,7738.57,0
CASH_OUT,1783.37,1/1/2023 5:20,Personal,Personal,Online,2412.73,GBP,38,380.84,PC,Germany,629.36,0
CASH_OUT,3921.12,1/1/2023 5:21,Merchant,Business,Mobile,7805.88,KES,36,993.78,Tablet,Canada,3884.76,0
CASH_OUT,2775.59,1/1/2023 5:22,Merchant,Personal,Online,6124.86,EUR,17,1418.63,PC,India,3349.27,0
TRANSFER,36.1,1/1/2023 5:23,Personal,Personal,Bank Transfer,9711.96,GBP,3,493.02,Tablet,Canada,9675.86,0
TRANSFER,3807.34,1/1/2023 5:24,Personal,Business,Online,3798.7,GBP,14,58,PC,Australia,0,0
TRANSFER,186.2,1/1/2023 5:25,Business,Personal,Mobile,6846.46,USD,49,718.72,Tablet,Kenya,6660.26,0
PAYMENT,3731.21,1/1/2023 5:26,Business,Personal,ATM,729,EUR,13,1939.28,PC,Germany,0,0
CREDIT,1020.38,1/1/2023 5:27,Business,Business,Online,4022.85,EUR,41,1405.19,PC,India,3002.47,0
CASH_OUT,4790.79,1/1/2023 5:28,Personal,Business,POS,9641.79,USD,27,832.58,PC,Australia,4851,0
CASH_OUT,1846.02,1/1/2023 5:29,Merchant,Business,ATM,5435.91,KES,1,425.52,Tablet,India,3589.89,0
PAYMENT,1641.39,1/1/2023 5:30,Merchant,Personal,POS,2950.01,USD,17,744.37,Tablet,Canada,1308.62,0
CASH_OUT,752.95,1/1/2023 5:31,Business,Merchant,POS,1290.68,EUR,48,381.19,PC,UK,537.73,0
TRANSFER,1534.97,1/1/2023 5:32,Personal,Personal,POS,7064.93,KES,34,257.3,Mobile,India,5529.96,0
CREDIT,4384.49,1/1/2023 5:33,Merchant,Merchant,Online,6484.07,GBP,14,1818.15,PC,Canada,2099.58,0
DEBIT,4981.71,1/1/2023 5:34,Business,Business,Bank Transfer,3801.99,USD,17,1995.42,Mobile,USA,0,0
CASH_OUT,1847.86,1/1/2023 5:35,Merchant,Merchant,ATM,9514.32,KES,3,370.02,PC,UK,7666.46,0
TRANSFER,2248.57,1/1/2023 5:36,Merchant,Business,Mobile,319.81,KES,34,156.32,Tablet,UK,0,0
DEBIT,3613.13,1/1/2023 5:37,Personal,Business,Bank Transfer,3106.87,KES,40,692.98,Mobile,Germany,0,0
CREDIT,4432.12,1/1/2023 5:38,Personal,Merchant,Online,9218.59,USD,25,950.24,Tablet,Kenya,4786.47,0
DEBIT,2969.29,1/1/2023 5:39,Merchant,Business,POS,3277.26,GBP,2,449.4,Mobile,Germany,307.97,0
TRANSFER,1963.71,1/1/2023 5:40,Business,Merchant,Mobile,2597.3,KES,34,637.78,Mobile,USA,633.59,0
DEBIT,2068.98,1/1/2023 5:41,Personal,Business,ATM,5388.78,USD,26,441.7,Mobile,Canada,3319.8,0
PAYMENT,3481.13,1/1/2023 5:42,Merchant,Personal,Bank Transfer,8255.64,EUR,31,1559.81,Mobile,UK,4774.51,0
DEBIT,26.06,1/1/2023 5:43,Personal,Personal,Bank Transfer,1121.15,USD,9,1439.53,Tablet,UK,1095.09,0
CASH_OUT,3101.75,1/1/2023 5:44,Personal,Business,Mobile,9435.91,USD,30,1288.16,Mobile,Australia,6334.16,0
CASH_OUT,1783.91,1/1/2023 5:45,Personal,Business,Online,7971.22,USD,20,805.07,PC,India,6187.31,0
PAYMENT,3973.04,1/1/2023 5:46,Merchant,Merchant,ATM,1894.38,KES,21,1822.63,PC,Kenya,0,0
TRANSFER,474.02,1/1/2023 5:47,Business,Personal,Mobile,7148.88,USD,29,1940.59,Mobile,Kenya,6674.86,0
CASH_OUT,2945.13,1/1/2023 5:48,Business,Merchant,POS,3911.09,EUR,25,388.6,Tablet,India,965.96,0
CREDIT,2410.05,1/1/2023 5:49,Business,Business,ATM,4082.72,KES,38,484.87,Tablet,USA,1672.67,1
CASH_OUT,3215.2,1/1/2023 5:50,Personal,Business,Bank Transfer,7854.57,EUR,44,1074.98,Mobile,Kenya,4639.37,0
CASH_OUT,333.62,1/1/2023 5:51,Merchant,Merchant,Mobile,9631.57,INR,25,227.94,Tablet,UK,9297.95,0
TRANSFER,2904.12,1/1/2023 5:52,Personal,Business,Bank Transfer,1353.89,USD,9,901.07,Tablet,USA,0,0
DEBIT,2811.81,1/1/2023 5:53,Business,Personal,Bank Transfer,4264.24,KES,39,1184.49,Tablet,Germany,1452.43,0
CASH_OUT,2807.69,1/1/2023 5:54,Business,Merchant,Bank Transfer,4861.32,KES,44,1068.04,Mobile,Germany,2053.63,0
PAYMENT,3021.4,1/1/2023 5:55,Merchant,Personal,Online,3825.49,USD,26,695.27,PC,USA,804.09,0
DEBIT,3385.58,1/1/2023 5:56,Personal,Personal,Bank Transfer,3695.57,GBP,37,1107.77,PC,UK,309.99,0
CREDIT,4026.9,1/1/2023 5:57,Business,Personal,POS,617.46,GBP,16,1919.66,PC,Australia,0,0
TRANSFER,1356.41,1/1/2023 5:58,Merchant,Merchant,POS,6886.83,EUR,37,451.73,PC,Germany,5530.42,0
CREDIT,4127,1/1/2023 5:59,Personal,Business,ATM,4418.52,USD,12,1326.92,PC,Canada,291.52,0
DEBIT,2496.3,1/1/2023 6:00,Personal,Personal,Bank Transfer,2028.46,USD,24,134.62,Tablet,UK,0,0
DEBIT,394.52,1/1/2023 6:01,Business,Personal,Bank Transfer,8178.73,INR,26,179.51,Tablet,India,7784.21,0
DEBIT,302.17,1/1/2023 6:02,Business,Personal,Mobile,8045.35,GBP,20,1126.07,Tablet,Kenya,7743.18,0
CREDIT,1677.85,1/1/2023 6:03,Personal,Business,Online,4915.28,GBP,9,254.63,Mobile,Australia,3237.43,0
DEBIT,3926.64,1/1/2023 6:04,Personal,Business,ATM,3054.66,USD,23,93.58,Tablet,Australia,0,0
CREDIT,3541.33,1/1/2023 6:05,Business,Merchant,Bank Transfer,6417.12,EUR,39,384.45,PC,USA,2875.79,0
DEBIT,3945.19,1/1/2023 6:06,Personal,Business,Mobile,2952.71,USD,29,1151.46,Tablet,Kenya,0,0
PAYMENT,2591.17,1/1/2023 6:07,Business,Merchant,Online,2436.48,EUR,31,1421.51,PC,India,0,0
DEBIT,2206.59,1/1/2023 6:08,Personal,Merchant,ATM,7332.1,GBP,19,444.83,Tablet,Germany,5125.51,0
CREDIT,745.79,1/1/2023 6:09,Business,Merchant,ATM,499.22,INR,20,1353.11,PC,Australia,0,0
CASH_OUT,1647.68,1/1/2023 6:10,Merchant,Merchant,Bank Transfer,1038.21,KES,23,405.83,Tablet,Canada,0,0
DEBIT,2175.76,1/1/2023 6:11,Business,Merchant,ATM,167.2,GBP,43,1246.24,PC,UK,0,0
CASH_OUT,452.12,1/1/2023 6:12,Business,Personal,Mobile,1614.14,EUR,27,853.32,PC,Australia,1162.02,0
PAYMENT,1110.85,1/1/2023 6:13,Merchant,Business,ATM,783,USD,30,1324.91,Mobile,Australia,0,0
TRANSFER,2995.14,1/1/2023 6:14,Personal,Personal,POS,9958.44,GBP,21,1990.35,Tablet,UK,6963.3,0
PAYMENT,3680.96,1/1/2023 6:15,Merchant,Merchant,Mobile,2959.22,INR,44,1878.74,PC,India,0,0
DEBIT,4991.75,1/1/2023 6:16,Business,Business,Online,1577.75,EUR,35,58.35,Tablet,USA,0,0
CASH_OUT,4666.24,1/1/2023 6:17,Personal,Personal,Online,2485.86,USD,49,1776.61,PC,Australia,0,0
CASH_OUT,3216.4,1/1/2023 6:18,Merchant,Personal,Bank Transfer,9367.64,KES,7,179.66,Mobile,Australia,6151.24,1
CREDIT,2112.03,1/1/2023 6:19,Personal,Merchant,Bank Transfer,5249.59,EUR,22,1908.44,Mobile,Kenya,3137.56,0
CASH_OUT,3184.53,1/1/2023 6:20,Personal,Personal,POS,3711.7,USD,10,599.56,Mobile,Canada,527.17,0
CREDIT,3930.4,1/1/2023 6:21,Merchant,Personal,Online,8746.58,KES,23,794.97,Mobile,Germany,4816.18,0
TRANSFER,600.5,1/1/2023 6:22,Personal,Personal,Online,4010.4,USD,15,228.69,PC,USA,3409.9,0
DEBIT,2055.43,1/1/2023 6:23,Merchant,Personal,Online,3416.58,KES,30,268.93,Tablet,Canada,1361.15,0
CREDIT,4200.61,1/1/2023 6:24,Business,Personal,Online,2152.1,KES,34,1467.14,Mobile,Canada,0,0
TRANSFER,1925.33,1/1/2023 6:25,Personal,Merchant,ATM,3840.19,KES,13,1891.45,Mobile,India,1914.86,0
CASH_OUT,2863.64,1/1/2023 6:26,Business,Merchant,Mobile,3235.18,USD,4,1240.96,Mobile,India,371.54,0
CASH_OUT,2942.97,1/1/2023 6:27,Business,Personal,Mobile,6805.31,KES,18,1445.91,Tablet,UK,3862.34,0
TRANSFER,930.54,1/1/2023 6:28,Personal,Merchant,POS,2966.87,EUR,23,1535.84,PC,Germany,2036.33,0
CASH_OUT,1817.55,1/1/2023 6:29,Merchant,Merchant,ATM,5814.28,INR,33,562.49,PC,USA,3996.73,0
TRANSFER,1679.21,1/1/2023 6:30,Personal,Business,Online,752.33,INR,34,138.2,PC,UK,0,0
CREDIT,140.72,1/1/2023 6:31,Business,Personal,Online,1993.76,KES,34,53.65,PC,Australia,1853.04,0
CREDIT,130.72,1/1/2023 6:32,Business,Merchant,Bank Transfer,4133.31,INR,36,733.77,Tablet,Germany,4002.59,0
TRANSFER,4160.17,1/1/2023 6:33,Merchant,Merchant,Bank Transfer,9375.8,INR,35,520.86,Tablet,Kenya,5215.63,0
CREDIT,1372.62,1/1/2023 6:34,Personal,Personal,POS,3834.79,KES,17,171.52,Tablet,Kenya,2462.17,0
CREDIT,2595.21,1/1/2023 6:35,Business,Business,Online,6674.33,KES,28,400.08,Mobile,UK,4079.12,0
CREDIT,1500.64,1/1/2023 6:36,Business,Personal,POS,2625.36,EUR,14,292.77,Tablet,USA,1124.72,0
PAYMENT,4703.99,1/1/2023 6:37,Business,Business,ATM,1357.63,GBP,34,1834.01,PC,Germany,0,1
DEBIT,1303.89,1/1/2023 6:38,Merchant,Personal,Mobile,679.51,USD,48,323.52,Tablet,Kenya,0,0
CASH_OUT,2153.99,1/1/2023 6:39,Business,Personal,Online,3123.59,KES,11,1098.41,Mobile,Kenya,969.6,0
PAYMENT,4364.92,1/1/2023 6:40,Business,Personal,ATM,1660.84,KES,13,1206.56,PC,USA,0,0
CREDIT,4211.25,1/1/2023 6:41,Personal,Personal,Online,1822.7,INR,33,1109.8,Tablet,UK,0,0
TRANSFER,938.65,1/1/2023 6:42,Personal,Business,Bank Transfer,7631.52,EUR,2,243.16,PC,India,6692.87,0
CREDIT,4015.19,1/1/2023 6:43,Business,Business,POS,256.8,INR,34,671.66,PC,Australia,0,0
DEBIT,2296.35,1/1/2023 6:44,Business,Merchant,Bank Transfer,5622.32,KES,29,149.98,Tablet,Canada,3325.97,0
CREDIT,2420.01,1/1/2023 6:45,Personal,Personal,Mobile,3856.67,KES,37,821.56,Tablet,Australia,1436.66,0
TRANSFER,676.07,1/1/2023 6:46,Merchant,Business,Bank Transfer,5114.84,INR,4,417.77,Mobile,Germany,4438.77,0
DEBIT,412.2,1/1/2023 6:47,Merchant,Business,Online,5672.02,KES,12,1145.18,Tablet,Kenya,5259.82,0
CREDIT,3642.42,1/1/2023 6:48,Merchant,Business,Bank Transfer,3202.34,GBP,26,1400.98,Tablet,Canada,0,0
DEBIT,2487.34,1/1/2023 6:49,Merchant,Personal,Online,3021.58,USD,28,1087.63,Tablet,Canada,534.24,0
CASH_OUT,2189.89,1/1/2023 6:50,Merchant,Merchant,Mobile,7360.68,USD,3,896.76,PC,India,5170.79,0
CASH_OUT,3650.25,1/1/2023 6:51,Merchant,Business,Bank Transfer,8725.64,USD,20,805.3,Mobile,Canada,5075.39,0
CREDIT,3829.91,1/1/2023 6:52,Merchant,Personal,POS,2006.56,GBP,10,1691.3,PC,USA,0,0
DEBIT,802.95,1/1/2023 6:53,Merchant,Business,POS,1066.43,KES,18,477.77,Tablet,UK,263.48,0
TRANSFER,3055.02,1/1/2023 6:54,Personal,Business,POS,8988.18,INR,27,1481.73,Mobile,Germany,5933.16,0
CREDIT,685.42,1/1/2023 6:55,Merchant,Merchant,Bank Transfer,3563.97,EUR,31,1527.09,Tablet,USA,2878.55,0
CASH_OUT,3759.36,1/1/2023 6:56,Merchant,Business,Bank Transfer,5558.04,KES,27,867.44,PC,UK,1798.68,0
CASH_OUT,3288.21,1/1/2023 6:57,Merchant,Business,Bank Transfer,3659.48,GBP,42,629.74,PC,USA,371.27,0
CREDIT,4783.51,1/1/2023 6:58,Business,Personal,Online,1345.44,GBP,1,967.56,Tablet,Kenya,0,0
DEBIT,354.1,1/1/2023 6:59,Personal,Personal,Mobile,5934.38,USD,6,231.77,Mobile,Kenya,5580.28,0
CASH_OUT,294.7,1/1/2023 7:00,Personal,Merchant,POS,5298.89,KES,11,139.56,PC,India,5004.19,0
DEBIT,1418.11,1/1/2023 7:01,Personal,Personal,Online,2109.64,USD,34,267.63,Tablet,USA,691.53,0
CASH_OUT,1315.91,1/1/2023 7:02,Merchant,Personal,POS,4573.5,EUR,39,414.93,Tablet,Australia,3257.59,0
CASH_OUT,1242.42,1/1/2023 7:03,Merchant,Merchant,Online,7989.78,USD,20,1033.14,Tablet,Canada,6747.36,0
PAYMENT,4532.21,1/1/2023 7:04,Business,Business,Bank Transfer,5945.22,EUR,21,1705.82,Mobile,Kenya,1413.01,0
CASH_OUT,1255.24,1/1/2023 7:05,Personal,Merchant,POS,1059.48,GBP,21,509.5,Tablet,UK,0,0
TRANSFER,1367.03,1/1/2023 7:06,Merchant,Personal,Bank Transfer,5525.41,USD,18,1873.57,Tablet,India,4158.38,1
CREDIT,3799.4,1/1/2023 7:07,Personal,Merchant,POS,7057.11,USD,21,1912.07,PC,Canada,3257.71,0
CREDIT,2254.2,1/1/2023 7:08,Business,Business,ATM,7947.76,INR,19,1919.86,Tablet,Germany,5693.56,0
DEBIT,3885.79,1/1/2023 7:09,Business,Merchant,Online,6328.26,GBP,4,1683.25,Mobile,USA,2442.47,0
CASH_OUT,336.18,1/1/2023 7:10,Business,Personal,ATM,1611.32,INR,13,759.46,Tablet,Australia,1275.14,0
TRANSFER,2442.98,1/1/2023 7:11,Personal,Personal,Online,7130.72,EUR,18,191.73,Mobile,Kenya,4687.74,0
DEBIT,177.73,1/1/2023 7:12,Merchant,Merchant,Mobile,6805.68,EUR,29,1159.2,Tablet,Australia,6627.95,0
PAYMENT,322.64,1/1/2023 7:13,Merchant,Business,POS,341.83,GBP,25,1139.43,Tablet,Canada,19.19,0
DEBIT,4533.12,1/1/2023 7:14,Business,Merchant,Mobile,4176.3,EUR,13,1707.45,Tablet,UK,0,0
